SEQ,Delivery Due Date,Delivery Time (From),Delivery Time (To),Item Number,Item Name,User Code,Order No.,Order Quantity,Unit
307,02-09-24,,,904801501400M0,GROMMET,5301,L0003,3,PCS
308,02-09-24,,,904801001600M0,GROMMET,590B,L0003,6,PCS
309,02-09-24,,,904801300100M0,GROMMET,590B,L0003,6,PCS
310,02-09-24,,,9.04801E+13,GROMMET,590B,L0003,3,PCS
311,02-09-24,,,D66H3321000080,"DAMPER,FLASHER 1",590B,L0003,6,PCS
312,02-09-24,,,904801339800M2,GROMMET,6312,428,300,PCS
313,02-09-24,,,2PHE3593010080,DAMPER,690E,2,40,PCS
314,02-09-24,,,9.04801E+13,GROMMET,690E,2,40,PCS
315,02-09-24,,,2DPF1621000080,FLAP,7667,J1239,150,PCS
316,02-09-24,,,2PHE5373000080,"PIPE,BREATHER",7667,J0781,150,PCS
317,02-09-24,,,2PKF5364000080,DAMPER,7667,J1310,160,PCS
318,02-09-24,,,5BPF317K000080,"DAMPER,2",7667,J2003,200,PCS
319,02-09-24,7:30,8:00,2PVE2576000080,"HOSE,1",5902,4247,10,PCS
320,02-09-24,7:30,8:00,2PVH5546100080,BAND,5902,2032,10,PCS
321,02-09-24,7:30,8:00,45PF53640000M0,DAMPER,5902,2687,40,PCS
322,02-09-24,7:30,8:00,9.04452E+13,HOSE,5902,2031,10,PCS
323,02-09-24,7:30,8:00,B8DH5546100080,BAND,5902,565,100,PCS
324,02-09-24,7:30,8:00,BDJE3767000080,"CAP,INJECTOR",5902,796,100,PCS
325,02-09-24,7:30,8:00,BK6F23270000M0,"GUARD,MUD 1",5902,1404,100,PCS
326,02-09-24,7:30,8:00,BK6F247A010080,"HOSE,1",5902,1237,100,PCS
327,02-09-24,7:30,8:00,1WDF2151000080,"SEAL,GUARD",590B,3699,80,PCS
328,02-09-24,7:30,8:00,1WDH21310000M0,"BAND,BATTERY",590B,2357,40,PCS
329,02-09-24,7:30,8:00,2MSF483H000080,BAND,590B,2863,40,PCS
330,02-09-24,7:30,8:00,B04E449E0000M0,"COVER,AIR FILTER",590B,1659,40,PCS
331,02-09-24,7:30,8:00,B1XF419A000080,HOLDER,590B,834,40,PCS
332,02-09-24,7:30,8:00,B1XF419E000080,"COVER,CANISTER",590B,834,40,PCS
333,02-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",590B,3687,320,PCS
334,02-09-24,7:30,8:00,B5XH2591000080,BAND,590B,1743,40,PCS
335,02-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",590B,3215,480,PCS
336,02-09-24,7:30,8:00,B65H5546000080,BAND,590B,5270,360,PCS
337,02-09-24,7:30,8:00,B6HF1621100080,FLAP,590B,2052,200,PCS
338,02-09-24,7:30,8:00,B74H2131000080,"BAND,BATTERY",590B,3565,40,PCS
339,02-09-24,7:30,8:00,B9TH2314000080,"COVER,IGNITION COIL",590B,904,40,PCS
340,02-09-24,7:30,8:00,B9TH2314100080,"COVER,IGNITION COIL",590B,904,40,PCS
341,02-09-24,7:30,8:00,BDJH2131000080,"BAND,BATTERY",590B,17,40,PCS
342,02-09-24,7:30,8:00,BKAF4785000080,MOLE,590B,894,40,PCS
343,02-09-24,7:30,8:00,BLSF1521000080,FLAP,590B,138,160,PCS
344,02-09-24,7:30,8:00,BLSF1621000080,FLAP,590B,138,160,PCS
345,02-09-24,7:30,8:00,BRAE449E000080,"COVER,AIR FILTER",590B,3,40,PCS
346,02-09-24,7:30,8:00,BRAF163F000080,"COVER,3",590B,17,40,PCS
347,02-09-24,7:30,8:00,BRAF1642000080,"GUARD,FLAP",590B,4,40,PCS
348,02-09-24,7:30,8:00,BRAH3836000080,BAND,590B,11,40,PCS
349,02-09-24,7:30,8:00,BRAH5546000080,BAND,590B,17,40,PCS
350,02-09-24,7:30,8:00,BS7F8484000080,"PLATE,RUBBER 2",590B,1614,40,PCS
351,02-09-24,7:30,8:00,BS7F8485000080,"PLATE,RUBBER 3",590B,1614,40,PCS
352,02-09-24,7:30,8:00,2PHF3415000080,"COVER,BALL RACE 1",6111,2786,100,PCS
353,02-09-24,7:30,8:00,2PHF71140000M0,STOPPER,6111,6335,200,PCS
354,02-09-24,7:30,8:00,2SUF811G000080,BAND,6111,1377,200,PCS
355,02-09-24,7:30,8:00,2SUH5546000080,BAND,6111,2716,200,PCS
356,02-09-24,7:30,8:00,54PF3415000080,"COVER,BALL RACE 1",6111,2877,200,PCS
357,02-09-24,7:30,8:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1888,720,PCS
358,02-09-24,7:30,8:00,2PHE3593010080,DAMPER,690G,789,20,PCS
359,02-09-24,7:30,8:00,2PHF62570000M0,STOPPER,690G,1311,20,PCS
360,02-09-24,7:30,8:00,B5DF465B000080,"CAP,ROTOR",690G,1380,160,PCS
361,02-09-24,7:30,8:00,B65F18160000M0,"PIPE,1",690G,2167,120,PCS
362,02-09-24,7:30,8:00,B65F2211000080,COVER,690G,1652,240,PCS
363,02-09-24,7:30,8:00,B65F3123000080,"COVER,UNDER 1",690G,3228,720,PCS
364,02-09-24,7:30,8:00,B65F312G000080,"PLUG,HOLE",690G,1689,720,PCS
365,02-09-24,7:30,8:00,B65F3415000080,"COVER,BALL RACE 1",690G,1812,720,PCS
366,02-09-24,7:30,8:00,B65H5546000080,BAND,690G,2130,160,PCS
367,02-09-24,7:30,8:00,B6HF1621100080,FLAP,690G,769,600,PCS
368,02-09-24,7:30,8:00,BBPF8349000080,CAP,690G,1143,120,PCS
369,02-09-24,7:30,8:00,BBPH2351000080,"TUBE,CORD 1",690G,1143,120,PCS
370,02-09-24,7:30,8:00,BBPH5546000080,BAND,690G,1012,680,PCS
371,02-09-24,7:30,8:30,1EGE81130200M0,"COVER,SHIFT PEDAL",5201,423,300,PCS
372,02-09-24,7:30,8:30,1FDH5546100080,BAND,5201,995,100,PCS
373,02-09-24,7:30,8:30,B74F483H000080,BAND,5201,90,300,PCS
374,02-09-24,7:30,8:30,2DPE5495000080,"SEAL,PROTECTOR",5207,3325,160,PCS
375,02-09-24,7:30,8:30,B5DF465B000080,"CAP,ROTOR",5207,1529,320,PCS
376,02-09-24,7:30,8:30,B65F3123000080,"COVER,UNDER 1",5207,3002,320,PCS
377,02-09-24,7:30,8:30,B65F3415000080,"COVER,BALL RACE 1",5207,1333,160,PCS
378,02-09-24,7:30,8:30,B65H5546000080,BAND,5207,2839,160,PCS
379,02-09-24,7:30,8:30,B6HF1621100080,FLAP,5207,724,160,PCS
380,02-09-24,7:30,8:30,B6HF247C000080,"HOSE,3",5207,809,320,PCS
381,02-09-24,7:30,8:30,B6HF312G000080,"PLUG,HOLE",5207,1754,320,PCS
382,02-09-24,7:30,8:30,B74E53730000M0,"PIPE,BREATHER",5207,1411,40,PCS
383,02-09-24,7:30,8:30,BLSF838M000080,"SEAL,BOX 1",5207,25,160,PCS
384,02-09-24,7:30,8:30,B65F414A010080,"COVER,FILLER",690C,2307,640,PCS
385,02-09-24,9:00,9:30,BRAH2589000080,"PROTECTOR,WIRE HARNESS",590B,11,40,PCS
386,02-09-24,9:00,9:30,BRAH2929000080,PLUG,590B,11,80,PCS
387,02-09-24,9:00,9:30,9.04801E+13,GROMMET,590D,4066,48,PCS
388,02-09-24,9:00,10:00,904801339800M2,GROMMET,5301,1109,40,PCS
389,02-09-24,9:00,10:00,1EGE81130200M0,"COVER,SHIFT PEDAL",5902,333,100,PCS
390,02-09-24,9:00,10:00,3C1H21310000M0,"BAND,BATTERY",5902,1489,100,PCS
391,02-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,5902,4412,100,PCS
392,02-09-24,9:00,10:00,9.04452E+13,HOSE,5902,1768,100,PCS
393,02-09-24,9:00,10:00,9.048E+13,GROMMET,5902,4468,100,PCS
394,02-09-24,9:00,10:00,9.04801E+13,GROMMET,5902,1149,400,PCS
395,02-09-24,9:00,10:00,904801300100M0,GROMMET,5902,2122,600,PCS
396,02-09-24,9:00,10:00,BBPE443E000080,"PIPE,DRAIN",590C,1186,200,PCS
397,02-09-24,9:00,10:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1485,600,PCS
398,02-09-24,9:00,10:00,B65H5546000080,BAND,690E,1304,440,PCS
399,02-09-24,9:00,10:00,B6HF312G000080,"PLUG,HOLE",690E,1210,240,PCS
400,02-09-24,9:00,10:00,902022614200M3,WASHER PLAIN,690E,1480,400,PCS
401,02-09-24,9:00,10:00,B65F414A010080,"COVER,FILLER",690E,1098,240,PCS
402,02-09-24,10:30,11:00,2PHE5473000080,"DUCT,AIR",5201,1971,300,PCS
403,02-09-24,10:30,11:00,2PVE2576000080,"HOSE,1",5201,2091,300,PCS
404,02-09-24,10:30,11:00,2PVH5546100080,BAND,5201,1337,600,PCS
405,02-09-24,10:30,11:00,BDJH2131000080,"BAND,BATTERY",5201,105,100,PCS
406,02-09-24,10:30,11:00,BK6F247A010080,"HOSE,1",5201,429,100,PCS
407,02-09-24,10:30,11:00,2DPE5495000080,"SEAL,PROTECTOR",5207,3326,80,PCS
408,02-09-24,10:30,11:00,4YYF7114000080,STOPPER,5207,2853,240,PCS
409,02-09-24,10:30,11:00,B5XH2591000080,BAND,5207,936,80,PCS
410,02-09-24,10:30,11:00,B65F3123000080,"COVER,UNDER 1",5207,3003,120,PCS
411,02-09-24,10:30,11:00,B65H5546000080,BAND,5207,2840,120,PCS
412,02-09-24,10:30,11:00,B74F1621000080,FLAP,5207,1795,80,PCS
413,02-09-24,10:30,11:00,B74F3469000080,"CAP,BOLT",5207,2126,480,PCS
414,02-09-24,10:30,11:00,B74F414A0000M0,"COVER,FILLER",5207,2022,200,PCS
415,02-09-24,10:30,11:00,B74F4639000080,"STOPPER,PLATE",5207,2123,120,PCS
416,02-09-24,10:30,11:00,B74F483H000080,BAND,5207,1291,40,PCS
417,02-09-24,10:30,11:00,B74F8175000080,"TOOL,HOLDER",5207,2182,200,PCS
418,02-09-24,10:30,11:00,B74H2131000080,"BAND,BATTERY",5207,2044,120,PCS
419,02-09-24,10:30,11:00,BKAF4785000080,MOLE,5207,475,200,PCS
420,02-09-24,10:30,11:00,B74E11660000M0,"PIPE,BREATHER 1",590C,3123,281,PCS
421,02-09-24,10:00,11:30,91A200706500M0,"TUBE,FLEXIBLE VINYL",6311,2273,100,PCS
422,02-09-24,10:00,11:30,1KPH2176000080,DAMPER,6909,2445,300,PCS
423,02-09-24,10:00,11:30,2PHE3593010080,DAMPER,6909,1124,300,PCS
424,02-09-24,10:00,11:30,4YYF7114000080,STOPPER,690E,1197,400,PCS
425,02-09-24,10:00,11:30,B65F18160000M0,"PIPE,1",690E,1197,360,PCS
426,02-09-24,10:00,11:30,B65F312G000080,"PLUG,HOLE",690E,1197,400,PCS
427,02-09-24,10:00,11:30,BBPF8349000080,CAP,690E,1197,360,PCS
428,02-09-24,10:00,11:30,BBPH2351000080,"TUBE,CORD 1",690E,1197,360,PCS
429,02-09-24,10:00,11:30,BBPH5546000080,BAND,690E,1197,400,PCS
430,02-09-24,10:00,11:30,9.04801E+13,GROMMET,690E,596,200,PCS
431,02-09-24,10:00,13:00,2PHE3593010080,DAMPER,5201,794,500,PCS
432,02-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,5201,2294,500,PCS
433,02-09-24,10:00,13:00,9.04452E+13,HOSE,5201,380,100,PCS
434,02-09-24,10:00,13:00,904801339800M2,GROMMET,5201,702,1200,PCS
435,02-09-24,10:00,13:00,9.04801E+13,GROMMET,5201,166,900,PCS
436,02-09-24,10:00,13:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",5201,1562,200,PCS
437,02-09-24,10:00,13:00,BFWF4315000080,"PIPE,5",5201,7,300,PCS
438,02-09-24,11:00,13:00,B74E11660000M0,"PIPE,BREATHER 1",5207,1356,40,PCS
439,02-09-24,10:00,13:00,903380701800M0,PLUG,5207,30,240,PCS
440,02-09-24,10:00,13:00,B3MF4181000080,"DAMPER,LOCATING 1",5301,825,80,PCS
441,02-09-24,10:00,13:00,B74F414A0000M0,"COVER,FILLER",5301,1042,240,PCS
442,02-09-24,10:00,13:00,1PAF1717000080,"DAMPER,SIDE COVER",530A,747,100,PCS
443,02-09-24,10:00,13:00,9.04802E+13,GROMMET,530A,878,600,PCS
444,02-09-24,10:00,13:00,2PVF199H000080,"SHIELD,HEAT",5904,3169,300,PCS
445,02-09-24,10:00,13:00,9.04801E+13,GROMMET,5904,689,200,PCS
446,02-09-24,10:00,13:00,9.04801E+13,GROMMET,5904,2477,400,PCS
447,02-09-24,10:00,13:00,904801841800M2,GROMMET,5904,3721,600,PCS
448,02-09-24,10:00,13:00,BBSH4736000080,"DAMPER,TAIL",5904,689,100,PCS
449,02-09-24,10:00,13:00,1PAF411J000080,"DAMPER,SIDE COVER",590B,913,40,PCS
450,02-09-24,10:00,13:00,1S7F622F000080,"DAMPER,LOCATING 1",590B,2634,160,PCS
451,02-09-24,10:00,13:00,1WDF135F000080,COVER,590B,2310,160,PCS
452,02-09-24,10:00,13:00,1WDF16A2000080,"SEAL,2",590B,2310,80,PCS
453,02-09-24,10:00,13:00,2DPE5495000080,"SEAL,PROTECTOR",590B,2692,1280,PCS
454,02-09-24,10:00,13:00,45PF1717000080,"DAMPER,SIDE COVER",590B,851,40,PCS
455,02-09-24,10:00,13:00,45PF1778000080,"DAMPER,LOCATING 1",590B,913,80,PCS
456,02-09-24,10:00,13:00,4YYF7114000080,STOPPER,590B,2647,240,PCS
457,02-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,590B,2859,1683,PCS
458,02-09-24,10:00,13:00,903380701800M0,PLUG,590B,465,4400,PCS
459,02-09-24,10:00,13:00,903880880300M0,DAMPER,590B,214,160,PCS
460,02-09-24,10:00,13:00,9.04451E+13,HOSE,590B,972,40,PCS
461,02-09-24,10:00,13:00,9.04452E+13,HOSE,590B,972,40,PCS
462,02-09-24,10:00,13:00,90445217G30080,HOSE,590B,2310,80,PCS
463,02-09-24,10:00,13:00,9.048E+13,GROMMET,590B,849,80,PCS
464,02-09-24,10:00,13:00,904801100600M0,GROMMET,590B,851,40,PCS
465,02-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,851,80,PCS
466,02-09-24,10:00,13:00,9.04801E+13,GROMMET,590B,2481,320,PCS
467,02-09-24,10:00,13:00,904801339800M2,GROMMET,590B,1449,320,PCS
468,02-09-24,10:00,13:00,904801548300M0,GROMMET,590B,1602,240,PCS
469,02-09-24,10:00,13:00,9.04802E+13,GROMMET,590B,52,800,PCS
470,02-09-24,10:00,13:00,904801827600M1,GROMMET,590B,851,280,PCS
471,02-09-24,10:00,13:00,904801841800M2,GROMMET,590B,1803,80,PCS
472,02-09-24,10:00,13:00,904802418600M1,GROMMET,590B,851,40,PCS
473,02-09-24,10:00,13:00,B3MF1717000080,"DAMPER,SIDE COVER",590B,851,80,PCS
474,02-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",590B,1886,1520,PCS
475,02-09-24,10:00,13:00,B6HF312G000080,"PLUG,HOLE",590B,1151,1280,PCS
476,02-09-24,10:00,13:00,B74F1621000080,FLAP,590B,1847,240,PCS
477,02-09-24,10:00,13:00,B74F3469000080,"CAP,BOLT",590B,1847,960,PCS
478,02-09-24,10:00,13:00,B74F4639000080,"STOPPER,PLATE",590B,1847,240,PCS
479,02-09-24,10:00,13:00,B74F8175000080,"TOOL,HOLDER",590B,1847,240,PCS
480,02-09-24,10:00,13:00,BK6F8483000080,"PLATE,RUBBER 1",590B,1319,80,PCS
481,02-09-24,10:00,13:00,903880880300M0,DAMPER,590C,377,321,PCS
482,02-09-24,10:00,13:00,B74E53730000M0,"PIPE,BREATHER",590C,1827,321,PCS
483,02-09-24,10:00,13:00,9.04801E+13,GROMMET,590D,4067,1120,PCS
484,02-09-24,10:00,13:00,9.04802E+13,GROMMET,590D,929,86,PCS
485,02-09-24,10:00,13:00,2PHE3593010080,DAMPER,6111,869,800,PCS
486,02-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6111,2351,400,PCS
487,02-09-24,11:00,13:00,B5DF465B000080,"CAP,ROTOR",6111,858,300,PCS
488,02-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",6111,717,800,PCS
489,02-09-24,11:00,13:00,B65H5546000080,BAND,6111,1015,300,PCS
490,02-09-24,11:00,13:00,BBPF8349000080,CAP,6111,912,300,PCS
491,02-09-24,11:00,13:00,BEJE5373000080,"PIPE,BREATHER",6111,1277,300,PCS
492,02-09-24,10:00,13:00,1DYF3469000080,"CAP,BOLT",6111,2537,200,PCS
493,02-09-24,10:00,13:00,1DYF622F000080,"DAMPER,LOCATING 1",6111,2537,400,PCS
494,02-09-24,10:00,13:00,1KPH2176000080,DAMPER,6111,3051,800,PCS
495,02-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6111,2781,400,PCS
496,02-09-24,10:00,13:00,3XAF622F0000M0,"DAMPER,LOCATING 1",6111,242,200,PCS
497,02-09-24,10:00,13:00,5LMF34150000M0,"COVER,BALL RACE 1",6111,263,200,PCS
498,02-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,426,400,PCS
499,02-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,2644,400,PCS
500,02-09-24,10:00,13:00,9.04801E+13,GROMMET,6111,695,400,PCS
501,02-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,695,400,PCS
502,02-09-24,10:00,13:00,9.04802E+13,GROMMET,6111,2538,600,PCS
503,02-09-24,10:00,13:00,B65F312G000080,"PLUG,HOLE",6111,696,800,PCS
504,02-09-24,10:00,13:00,4YYF7114000080,STOPPER,6311,2706,400,PCS
505,02-09-24,10:00,13:00,2PHF62570000M0,STOPPER,6311,2723,600,PCS
506,02-09-24,10:00,13:00,2PHE5473000080,"DUCT,AIR",6902,4894,800,PCS
507,02-09-24,10:00,13:00,903880880300M0,DAMPER,6902,491,2100,PCS
508,02-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6902,699,400,PCS
509,02-09-24,10:00,13:00,BEJF1439000080,"STOPPER,MAIN STAND",6902,701,500,PCS
510,02-09-24,10:00,13:00,BJME5473000080,"DUCT,AIR",6902,427,400,PCS
511,02-09-24,10:00,13:00,903880880300M0,DAMPER,6903,439,560,PCS
512,02-09-24,10:00,13:00,BBPE443E000080,"PIPE,DRAIN",6903,985,1400,PCS
513,02-09-24,10:00,13:00,2PHE5373000080,"PIPE,BREATHER",6909,2050,200,PCS
514,02-09-24,10:00,13:00,2PHF3415000080,"COVER,BALL RACE 1",6909,2045,200,PCS
515,02-09-24,10:00,13:00,54PF3415000080,"COVER,BALL RACE 1",6909,1328,100,PCS
516,02-09-24,10:00,13:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",6909,1163,100,PCS
517,02-09-24,10:00,13:00,9.04802E+13,GROMMET,6909,240,100,PCS
518,02-09-24,10:00,13:00,4YYF7114000080,STOPPER,690C,1825,920,PCS
519,02-09-24,10:00,13:00,B5DF465B000080,"CAP,ROTOR",690E,861,440,PCS
520,02-09-24,10:00,13:00,B65F3123000080,"COVER,UNDER 1",690E,975,1000,PCS
521,02-09-24,10:00,13:00,B65F3415000080,"COVER,BALL RACE 1",690E,904,440,PCS
522,02-09-24,10:00,13:00,B6HF1621100080,FLAP,690E,612,400,PCS
523,02-09-24,10:00,13:00,B65F2211000080,COVER,690E,803,800,PCS
524,02-09-24,11:00,13:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1889,360,PCS
525,02-09-24,11:00,13:00,B65F18160000M0,"PIPE,1",690G,2168,280,PCS
526,02-09-24,11:00,13:00,B65F2211000080,COVER,690G,1653,560,PCS
527,02-09-24,11:00,13:00,B65F3123000080,"COVER,UNDER 1",690G,3229,360,PCS
528,02-09-24,11:00,13:00,B6HF1621100080,FLAP,690G,770,80,PCS
529,02-09-24,11:00,13:00,BBPF8349000080,CAP,690G,1144,280,PCS
530,02-09-24,11:00,13:00,BBPH2351000080,"TUBE,CORD 1",690G,1144,280,PCS
531,02-09-24,10:00,13:00,902022614200M3,WASHER PLAIN,690G,1653,1880,PCS
532,02-09-24,10:00,13:00,903380701800M0,PLUG,690G,230,3120,PCS
533,02-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1264,80,PCS
534,02-09-24,10:00,13:00,904801302200M0,GROMMET,690G,55,8320,PCS
535,02-09-24,10:00,13:00,9.04801E+13,GROMMET,690G,1172,120,PCS
536,02-09-24,10:00,13:00,9.04802E+13,GROMMET,690G,48,160,PCS
537,02-09-24,10:00,13:00,B6HF312G000080,"PLUG,HOLE",690G,1290,1040,PCS
538,02-09-24,12:30,13:30,2PVE2576000080,"HOSE,1",5902,4248,100,PCS
539,02-09-24,12:30,13:30,2PVH5546100080,BAND,5902,2033,100,PCS
540,02-09-24,12:30,13:30,45PF53640000M0,DAMPER,5902,2688,400,PCS
541,02-09-24,12:30,13:30,9.04452E+13,HOSE,5902,2032,100,PCS
542,02-09-24,12:30,13:30,B8DH5546100080,BAND,5902,566,100,PCS
543,02-09-24,12:30,13:30,BDJE3767000080,"CAP,INJECTOR",5902,797,100,PCS
544,02-09-24,12:30,13:30,BK6F23270000M0,"GUARD,MUD 1",5902,1405,100,PCS
545,02-09-24,12:30,13:30,BK6F247A010080,"HOSE,1",5902,1238,100,PCS
546,02-09-24,12:30,13:30,1WDF2151000080,"SEAL,GUARD",590B,3700,40,PCS
547,02-09-24,12:30,13:30,1WDH21310000M0,"BAND,BATTERY",590B,2358,40,PCS
548,02-09-24,12:30,13:30,1WDH5546000080,BAND,590B,2284,40,PCS
549,02-09-24,12:30,13:30,B04H2314000080,"COVER,IGNITION COIL",590B,2020,40,PCS
550,02-09-24,12:30,13:30,B04H2314100080,"COVER,IGNITION COIL",590B,2021,40,PCS
551,02-09-24,12:30,13:30,B3MF1826000080,"PIPE,BREATHER",590B,1224,40,PCS
552,02-09-24,12:30,13:30,B3MF2178000080,TENSIONER,590B,1129,80,PCS
553,02-09-24,12:30,13:30,B3MH1662000080,"COVER,CONNECTOR",590B,1224,40,PCS
554,02-09-24,12:30,13:30,B5DF465B000080,"CAP,ROTOR",590B,3688,200,PCS
555,02-09-24,12:30,13:30,B5XH2591000080,BAND,590B,1744,160,PCS
556,02-09-24,12:30,13:30,B65F3415000080,"COVER,BALL RACE 1",590B,3216,320,PCS
557,02-09-24,12:30,13:30,B65H5546000080,BAND,590B,5271,360,PCS
558,02-09-24,12:30,13:30,B6HF1621100080,FLAP,590B,2053,240,PCS
559,02-09-24,12:30,13:30,B74F483H000080,BAND,590B,3186,160,PCS
560,02-09-24,12:30,13:30,B74H2131000080,"BAND,BATTERY",590B,3566,160,PCS
561,02-09-24,12:30,13:30,BKAF4317000080,"PIPE,7",590B,862,160,PCS
562,02-09-24,12:30,13:30,BKAF4785000080,MOLE,590B,895,160,PCS
563,02-09-24,12:30,13:30,BLSF1521000080,FLAP,590B,139,80,PCS
564,02-09-24,12:30,13:30,BLSF1621000080,FLAP,590B,139,80,PCS
565,02-09-24,12:30,13:30,BS7F8484000080,"PLATE,RUBBER 2",590B,1615,40,PCS
566,02-09-24,12:30,13:30,BS7F8485000080,"PLATE,RUBBER 3",590B,1615,40,PCS
567,02-09-24,12:30,13:30,2PHF3415000080,"COVER,BALL RACE 1",6111,2787,100,PCS
568,02-09-24,12:30,13:30,2PHE3593010080,DAMPER,690G,790,40,PCS
569,02-09-24,12:30,13:30,2PHF62570000M0,STOPPER,690G,1312,40,PCS
570,02-09-24,12:30,13:30,B5DF465B000080,"CAP,ROTOR",690G,1381,200,PCS
571,02-09-24,12:30,13:30,B65F312G000080,"PLUG,HOLE",690G,1690,240,PCS
572,02-09-24,12:30,13:30,B65F3415000080,"COVER,BALL RACE 1",690G,1813,600,PCS
573,02-09-24,12:30,13:30,BBPH5546000080,BAND,690G,1013,200,PCS
574,02-09-24,12:30,13:30,BLSF1521000080,FLAP,690G,46,80,PCS
575,02-09-24,12:30,13:30,BLSF1621000080,FLAP,690G,46,80,PCS
576,02-09-24,16:00,16:30,2PVH5546100080,BAND,5201,1338,100,PCS
577,02-09-24,16:00,16:30,54PF3415000080,"COVER,BALL RACE 1",5201,1952,200,PCS
578,02-09-24,16:00,16:30,B74E11660000M0,"PIPE,BREATHER 1",590C,3124,40,PCS
579,02-09-24,16:00,16:30,B65F414A010080,"COVER,FILLER",690C,2308,240,PCS
580,02-09-24,15:30,17:00,2PHF71140000M0,STOPPER,6111,6336,100,PCS
581,02-09-24,15:30,17:00,54PF3415000080,"COVER,BALL RACE 1",6111,2878,100,PCS
582,02-09-24,15:30,17:00,B65H5546000080,BAND,6111,1016,300,PCS
583,02-09-24,15:30,17:00,BEJE5373000080,"PIPE,BREATHER",6111,1278,300,PCS
584,02-09-24,15:30,17:00,BJMF1621000080,FLAP,6111,846,300,PCS
585,02-09-24,15:30,17:00,BJMF465B000080,"CAP,ROTOR",6111,710,300,PCS
586,02-09-24,15:30,17:00,BJMH2592000080,BAND,6111,710,300,PCS
587,02-09-24,15:30,17:00,2DPE5495000080,"SEAL,PROTECTOR",690G,1890,280,PCS
588,02-09-24,15:30,17:00,B65F18160000M0,"PIPE,1",690G,2169,280,PCS
589,02-09-24,15:30,17:00,B65F2211000080,COVER,690G,1654,560,PCS
590,02-09-24,15:30,17:00,B65F3123000080,"COVER,UNDER 1",690G,3230,280,PCS
591,02-09-24,15:30,17:00,BBPF8349000080,CAP,690G,1145,280,PCS
592,02-09-24,15:30,17:00,BBPH2351000080,"TUBE,CORD 1",690G,1145,280,PCS
593,02-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,5207,3405,240,PCS
594,02-09-24,18:00,19:00,904801548300M0,GROMMET,5207,1086,40,PCS
595,02-09-24,18:00,19:00,904801339800M2,GROMMET,5301,1110,40,PCS
596,02-09-24,17:00,19:00,B5DF465B000080,"CAP,ROTOR",590B,3689,480,PCS
597,02-09-24,17:00,19:00,B65F3415000080,"COVER,BALL RACE 1",590B,3217,480,PCS
598,02-09-24,17:00,19:00,B65H5546000080,BAND,590B,5272,480,PCS
599,02-09-24,17:00,19:00,B6HF1621100080,FLAP,590B,2054,320,PCS
600,02-09-24,17:00,19:00,BLSF1521000080,FLAP,590B,140,160,PCS
601,02-09-24,17:00,19:00,BLSF1621000080,FLAP,590B,140,160,PCS
602,02-09-24,18:00,19:00,BBPE443E000080,"PIPE,DRAIN",590C,1187,240,PCS
603,02-09-24,17:00,19:00,1DYF2151000080,"SEAL,GUARD",6111,2935,200,PCS
604,02-09-24,17:00,19:00,91A200706500M0,"TUBE,FLEXIBLE VINYL",6311,2274,300,PCS
605,02-09-24,18:00,19:00,2DPE5495000080,"SEAL,PROTECTOR",690E,1486,400,PCS
606,02-09-24,18:00,19:00,B65H5546000080,BAND,690E,1305,160,PCS
607,02-09-24,18:00,19:00,B6HF312G000080,"PLUG,HOLE",690E,1211,160,PCS
608,02-09-24,18:00,19:00,902022614200M3,WASHER PLAIN,690E,1481,400,PCS
609,02-09-24,17:00,19:00,4YYF7114000080,STOPPER,690E,1198,240,PCS
610,02-09-24,17:00,19:00,B65F18160000M0,"PIPE,1",690E,1198,240,PCS
611,02-09-24,17:00,19:00,B65F312G000080,"PLUG,HOLE",690E,1198,240,PCS
612,02-09-24,18:00,19:00,B65F414A010080,"COVER,FILLER",690E,1099,360,PCS
613,02-09-24,17:00,19:00,BBPF8349000080,CAP,690E,1198,240,PCS
614,02-09-24,17:00,19:00,BBPH2351000080,"TUBE,CORD 1",690E,1198,240,PCS
615,02-09-24,17:00,19:00,BBPH5546000080,BAND,690E,1198,240,PCS
616,02-09-24,19:30,20:30,B5DF465B000080,"CAP,ROTOR",6111,859,200,PCS
617,02-09-24,19:30,20:30,B65H5546000080,BAND,6111,1017,200,PCS
